name,Memorability,animate
00005495.jpg,0.6288004,0
00005507.jpg,0.8581328,0
00005508.jpg,0.7593458,1
00005521.jpg,0.7295402,1
00005522.jpg,0.6979032,0
00005565.jpg,0.5945616,0
00005568.jpg,0.9191952,0
00005579.jpg,0.6878164,0
00005593.jpg,0.5176578,0
00005634.jpg,0.7984402,1
00005662.jpg,0.7469648,1
00005664.jpg,0.8486358,0
00005667.jpg,0.9213878,0
00005672.jpg,0.4639166,0
00005749.jpg,0.819731,0
00005754.jpg,0.7107322,1
00005760.jpg,0.625301,0
00005765.jpg,0.8078296,1
00005775.jpg,0.5815872,0
00005786.jpg,0.6516982,0
00005814.jpg,0.8310198,1
00005817.jpg,0.8103306,0
00005818.jpg,0.7617164,0
00005826.jpg,0.7613746,0
00005830.jpg,0.6214654,0
00005850.jpg,0.840053,0
00005866.jpg,0.8395594,1
00005881.jpg,0.6636042,0
00005884.jpg,0.6591948,0
00005905.jpg,0.4398768,0
00005908.jpg,0.853827,0
00005957.jpg,0.8592198,1
00005968.jpg,0.96289,1
00005991.jpg,0.5329836,1
00006053.jpg,0.910376,1
00006072.jpg,0.8186144,0
00006083.jpg,0.4570732,0
00006148.jpg,0.8972598,1
00006154.jpg,0.7195496,1
00006163.jpg,0.73444,0
00006176.jpg,0.9556486,1
00006193.jpg,0.8313742,1
00006212.jpg,0.8194102,1
00006216.jpg,0.882244,0
00006241.jpg,0.5548792,0
00006251.jpg,0.7941826,0
00006273.jpg,0.9145754,1
00006292.jpg,0.783457,0
00006299.jpg,0.7054258,0
00006329.jpg,0.6222346,0
00006338.jpg,0.5780396,0
00006374.jpg,0.8783044,1
00006383.jpg,0.8077584,0
00006418.jpg,0.8103842,1
00006420.jpg,0.9062812,0
00006428.jpg,0.7830828,1
00006458.jpg,0.7739204,1
00006507.jpg,0.7607134,1
00006545.jpg,0.8053254,1
00006563.jpg,0.6476626,0
00006632.jpg,0.66374,0
00006639.jpg,0.556807,0
00006697.jpg,0.5751122,0
00006708.jpg,0.8439352,1
00006715.jpg,0.773173,1
00006722.jpg,0.8056102,0
00006724.jpg,0.7983368,1
00006730.jpg,0.733777,0
00006734.jpg,0.8266494,0
00006748.jpg,0.890095,0
00006766.jpg,0.8316554,0
00006788.jpg,0.7267482,1
00006807.jpg,0.7631762,1
00006814.jpg,0.8940346,1
00006841.jpg,0.5524032,1
00006846.jpg,0.6517136,0
00006850.jpg,0.8567166,0
00006908.jpg,0.7187198,0
00006909.jpg,0.776037,0
00006929.jpg,0.771433,1
00006936.jpg,0.7496754,1
00006943.jpg,0.5682646,1
00006975.jpg,0.7805908,0
00006985.jpg,0.7663118,0
00007018.jpg,0.6930624,0
00007027.jpg,0.7799722,0
00007028.jpg,0.646375,1
00007043.jpg,0.8136448,0
00007060.jpg,0.7147206,0
00007068.jpg,0.7947512,0
00007079.jpg,0.7199056,1
00007121.jpg,0.7614888,0
00007178.jpg,0.7339562,1
00007183.jpg,0.5592582,0
00007211.jpg,0.7895654,0
00007220.jpg,0.7239194,1
00007230.jpg,0.9062422,0
00007253.jpg,0.7172772,0
00007263.jpg,0.5638218,0
00007297.jpg,0.6876478,1
00007298.jpg,0.7568378,1
00007307.jpg,0.790379,0
00007327.jpg,0.6150434,1
00007349.jpg,0.636914,0
00007350.jpg,0.7200068,0
00007357.jpg,0.5989616,0
00007358.jpg,0.9292454,0
00007408.jpg,0.7350942,1
00007417.jpg,0.4125818,0
00007431.jpg,0.8329658,0
00007452.jpg,0.6395738,1
00007462.jpg,0.7916014,1
00007469.jpg,0.892874,1
00007581.jpg,0.7068336,1
00007590.jpg,0.8294912,0
00007628.jpg,0.7264022,0
00007650.jpg,0.8635664,0
00007658.jpg,0.4397202,1
00007660.jpg,0.7244404,1
00007716.jpg,0.4606342,0
00007725.jpg,0.5642888,0
00007730.jpg,0.7658952,0
00007769.jpg,0.818193,0
00007802.jpg,0.7952826,1
00007817.jpg,0.709005,0
00007826.jpg,0.8527112,0
00007836.jpg,0.7705324,0
00007842.jpg,0.808103,0
00007859.jpg,0.731314,0
00007863.jpg,0.5363538,0
00007878.jpg,0.8617514,0
00007885.jpg,0.5287426,0
00007886.jpg,0.7909756,1
00007889.jpg,0.7206804,1
00007890.jpg,0.911598,0
00007894.jpg,0.7306322,0
00007898.jpg,0.8035102,1
00007906.jpg,0.7678134,0
00007979.jpg,0.9115156,0
00008052.jpg,0.9205872,0
00008079.jpg,0.804837,0
00008118.jpg,0.8215254,1
00008119.jpg,0.8649118,0
00008125.jpg,0.5054002,1
00008152.jpg,0.83685,1
00008176.jpg,0.786654,0
00008181.jpg,0.7245252,1
00008187.jpg,0.6338924,0
00008193.jpg,0.4904492,0
00008214.jpg,0.9362474,0
00008215.jpg,0.9359608,0
00008243.jpg,0.8963614,1
00008249.jpg,0.6857234,0
00008270.jpg,0.6155952,1
00008277.jpg,0.6217534,0
00008281.jpg,0.9062568,1
00008315.jpg,0.7127992,1
00008332.jpg,0.837918,1
00008345.jpg,0.7042998,1
00008364.jpg,0.87176,1
00008416.jpg,0.8566428,1
00008480.jpg,0.5647926,0
00008485.jpg,0.872083,1
00008521.jpg,0.729511,0
00008536.jpg,0.7845286,1
00008550.jpg,0.7968816,0
00008557.jpg,0.7886086,1
00008588.jpg,0.6929664,1
00008589.jpg,0.6965468,0
00008624.jpg,0.5309664,0
00008661.jpg,0.7729346,1
00008670.jpg,0.6891376,1
00008675.jpg,0.847104,1
00008677.jpg,0.7002108,1
00008749.jpg,0.901732,0
00008759.jpg,0.7439302,0
00008765.jpg,0.7728346,0
00008774.jpg,0.6742688,1
00008793.jpg,0.748115,1
00008822.jpg,0.7370958,1
00008824.jpg,0.5737478,0
00008907.jpg,0.4786716,0
00008908.jpg,0.5999846,0
00008947.jpg,0.7767336,1
00008949.jpg,0.712428,1
00008972.jpg,0.7869226,1
00009005.jpg,0.643129,0
00009017.jpg,0.85482,1
00009018.jpg,0.5539736,0
00009055.jpg,0.7959324,0
00009078.jpg,0.7201564,0
00009118.jpg,0.822898,1
00009124.jpg,0.883773,0
00009139.jpg,0.8042458,0
00009158.jpg,0.8480856,0
00009159.jpg,0.8037226,0
00009163.jpg,0.6890856,0
00009168.jpg,0.702151,0
00009173.jpg,0.8441114,1
00009198.jpg,0.8884314,1
00009226.jpg,0.7786944,1
00009238.jpg,0.7910896,1
00009252.jpg,0.77621,1
00009257.jpg,0.6200532,1
00009268.jpg,0.6473808,0
00009283.jpg,0.8544904,1
00009284.jpg,0.7963388,1
00009314.jpg,0.704948,1
00009316.jpg,0.8026994,0
00009380.jpg,0.8233548,0
00009428.jpg,0.723611,1
00009456.jpg,0.8480382,1
00009459.jpg,0.8387656,1
00009503.jpg,0.8018118,0
00009526.jpg,0.8259722,1
00009551.jpg,0.8188708,0
00009583.jpg,0.8426424,1
00009589.jpg,0.7247468,0
00009646.jpg,0.8383186,1
00009667.jpg,0.851239,0
00009672.jpg,0.8036528,0
00009689.jpg,0.9500394,0
00009713.jpg,0.7573064,1
00009734.jpg,0.9289754,1
00009743.jpg,0.7807612,0
00009747.jpg,0.6914512,0
00009768.jpg,0.836663,0
00009796.jpg,0.7950394,1
00009805.jpg,0.7571964,1
00009826.jpg,0.6888284,0
00009829.jpg,0.766482,1
00009845.jpg,0.7657492,1
00009867.jpg,0.862885,1
00009873.jpg,0.7492078,1
00009880.jpg,0.781394,0
00009894.jpg,0.664596,1
00009902.jpg,0.5509052,0
00009910.jpg,0.8272028,1
00009919.jpg,0.6915194,1
00009920.jpg,0.67896,1
00009929.jpg,0.7758894,1
00009955.jpg,0.8981124,0
00010032.jpg,0.815692,0
00010036.jpg,0.6991832,0
00010043.jpg,0.6329282,1
00010060.jpg,0.6931934,0
00010146.jpg,0.7485318,1
00010179.jpg,0.7886414,1
00010184.jpg,0.5436364,1
00010225.jpg,0.7019392,0
00010297.jpg,0.7656614,0
00010314.jpg,0.6703982,0
00010325.jpg,0.8902252,0
00010383.jpg,0.6603022,1
00010396.jpg,0.6948282,1
00010418.jpg,0.8962122,0
00010421.jpg,0.7482056,1
00010426.jpg,0.8583616,1
00010429.jpg,0.8040272,0
00010471.jpg,0.8253006,1
00010474.jpg,0.769748,0
00010481.jpg,0.8243214,1
00010507.jpg,0.6011362,0
00010537.jpg,0.7489834,1
00010547.jpg,0.8620822,0
00010582.jpg,0.6913894,1
00010611.jpg,0.6129968,0
00010616.jpg,0.8879818,0
00010618.jpg,0.6871798,0
00010634.jpg,0.8082334,0
00010648.jpg,0.7843774,0
00010653.jpg,0.6818936,0
00010699.jpg,0.6395784,0
00010707.jpg,0.8553432,0
00010710.jpg,0.7916596,0
00010713.jpg,0.7959338,0
00010737.jpg,0.7452264,0
00010740.jpg,0.6846754,1
00010745.jpg,0.6651556,1
00010754.jpg,0.7465156,1
00010769.jpg,0.7409338,1
00010819.jpg,0.715195,1
00010831.jpg,0.8071744,1
00010837.jpg,0.6657362,1
00010843.jpg,0.7643916,1
00010867.jpg,0.6223382,0
00010876.jpg,0.6270026,1
00010887.jpg,0.7564434,1
00010911.jpg,0.8392578,1
00010929.jpg,0.8776112,1
00010962.jpg,0.8259716,1
00010975.jpg,0.7189422,0
00010978.jpg,0.6190764,0
00011004.jpg,0.8159402,0
00011019.jpg,0.8072904,1
00011022.jpg,0.7326008,1
00011027.jpg,0.8071856,1
00011054.jpg,0.4587134,0
00011059.jpg,0.8375428,0
00011064.jpg,0.6405934,0
00011073.jpg,0.930384,0
00011094.jpg,0.8780336,1
00011138.jpg,0.9169098,0
00011148.jpg,0.8516772,0
00011209.jpg,0.737799,0
00011213.jpg,0.7763786,1
00011243.jpg,0.8504226,0
00011249.jpg,0.7614346,0
00011260.jpg,0.6306338,1
00011287.jpg,0.8479038,1
00011301.jpg,0.7932708,0
00011324.jpg,0.5570324,1
00011337.jpg,0.7574714,0
00011379.jpg,0.6751962,0
00011389.jpg,0.7534408,0
00011403.jpg,0.8534754,0
00011429.jpg,0.6382572,0
00011537.jpg,0.7254056,0
00011541.jpg,0.8148818,0
00011560.jpg,0.9228694,0
00011568.jpg,0.8760166,1
00011574.jpg,0.7794882,0
00011584.jpg,0.886107,1
00011592.jpg,0.7336568,0
00011629.jpg,0.6172482,0
00011644.jpg,0.8529006,1
00011661.jpg,0.7031338,0
00011662.jpg,0.775496,1
00011673.jpg,0.9217302,0
00011686.jpg,0.8677706,1
00011691.jpg,0.6987046,1
00011726.jpg,0.7674768,0
00011732.jpg,0.9226034,1
00011750.jpg,0.8204642,0
00011788.jpg,0.6325416,1
00011824.jpg,0.7960068,1
00011829.jpg,0.50991,0
00011833.jpg,0.7670718,1
00011840.jpg,0.8725112,0
00011880.jpg,0.661366,1
00011939.jpg,0.6744704,1
00011979.jpg,0.8909424,0
00011983.jpg,0.6817592,1
00011986.jpg,0.837899,1
00011992.jpg,0.5774612,1
00011993.jpg,0.8141896,0
00011995.jpg,0.6649946,0
00012006.jpg,0.7471646,0
00012027.jpg,0.8272212,1
00012058.jpg,0.7012304,1
00012109.jpg,0.670982,0
00012120.jpg,0.8484656,0
00012135.jpg,0.662187,1
00012158.jpg,0.923859,1
00012174.jpg,0.8436318,1
00012180.jpg,0.7056554,0
00012181.jpg,0.8910402,0
00012221.jpg,0.730632,1
00012246.jpg,0.6854358,0
00012261.jpg,0.865142,1
00012265.jpg,0.615762,1
00012281.jpg,0.7188072,0
00012292.jpg,0.9065678,1
00012326.jpg,0.82873,1
00012347.jpg,0.8373752,0
00012361.jpg,0.8610192,0
00012369.jpg,0.7759242,1
00012406.jpg,0.8829256,1
00012408.jpg,0.8221358,1
00012409.jpg,0.6454276,1
00012416.jpg,0.8316294,1
00012423.jpg,0.8912412,0
00012473.jpg,0.713743,0
00012499.jpg,0.7765272,1
00012512.jpg,0.7387374,1
00012522.jpg,0.852112,1
00012532.jpg,0.6667236,1
00012549.jpg,0.4142784,0
00012572.jpg,0.5904546,1
00012586.jpg,0.8451726,0
00012590.jpg,0.8710694,1
00012599.jpg,0.844064,1
00012636.jpg,0.6820118,0
00012638.jpg,0.4128842,0
00012648.jpg,0.724561,1
00012686.jpg,0.6808274,1
00012693.jpg,0.8775796,0
00012700.jpg,0.711175,0
00012710.jpg,0.6021646,0
00012713.jpg,0.7243132,1
00012798.jpg,0.6107522,0
00012806.jpg,0.5655288,0
00012822.jpg,0.746321,0
00012830.jpg,0.4313408,1
00012866.jpg,0.8121324,1
00012870.jpg,0.7895266,1
00012897.jpg,0.8553684,0
00012920.jpg,0.6641652,0
00012921.jpg,0.746814,0
00012927.jpg,0.7547544,0
00012934.jpg,0.85327,1
00012943.jpg,0.8656598,1
00012971.jpg,0.8326138,0
00012984.jpg,0.8045608,1
00013005.jpg,0.7320984,0
00013023.jpg,0.8270836,0
00013026.jpg,0.654915,0
00013043.jpg,0.7698172,1
00013065.jpg,0.6053566,0
00013068.jpg,0.8145518,0
00013081.jpg,0.7666432,0
00013126.jpg,0.8102364,1
00013154.jpg,0.622385,1
00013160.jpg,0.7330378,1
00013200.jpg,0.7550938,0
00013236.jpg,0.718045,0
00013255.jpg,0.7748952,0
00013268.jpg,0.574223,0
00013274.jpg,0.5914912,0
00013325.jpg,0.8946062,1
00013332.jpg,0.8232568,1
00013343.jpg,0.926497,0
00013367.jpg,0.8943394,0
00013421.jpg,0.947988,0
00013422.jpg,0.6735586,0
00013423.jpg,0.8039696,1
00013436.jpg,0.9187684,0
00013438.jpg,0.5798434,1
00013443.jpg,0.7817826,1
00013448.jpg,0.7998684,1
00013484.jpg,0.7264756,1
00013494.jpg,0.6803864,1
00013501.jpg,0.8823346,1
00013534.jpg,0.6957998,0
00013578.jpg,0.7858008,1
00013592.jpg,0.9064058,1
00013612.jpg,0.8320248,1
00013622.jpg,0.822142,0
00013646.jpg,0.756862,0
00013674.jpg,0.8519172,0
00013682.jpg,0.9583702,1
00013715.jpg,0.714061,0
00013739.jpg,0.8931054,1
00013740.jpg,0.8392564,1
00013745.jpg,0.8812464,0
00013748.jpg,0.857393,0
00013751.jpg,0.6934678,1
00013756.jpg,0.5569674,0
00013782.jpg,0.6272086,0
00013806.jpg,0.6858798,1
00013826.jpg,0.9026434,0
00013839.jpg,0.8038302,0
00013842.jpg,0.672965,1
00013844.jpg,0.601928,0
00013872.jpg,0.7027644,1
00013891.jpg,0.7466548,1
00013926.jpg,0.6372978,0
00013930.jpg,0.814083,1
00013956.jpg,0.53326,0
00014042.jpg,0.7223696,0
00014074.jpg,0.7292042,1
00014085.jpg,0.747966,0
00014119.jpg,0.7785414,0
00014134.jpg,0.7054512,0
00014157.jpg,0.787422,1
00014168.jpg,0.7932902,1
00014192.jpg,0.7853776,1
00014221.jpg,0.3497932,0
00014242.jpg,0.6290288,1
00014243.jpg,0.7896062,0
00014248.jpg,0.645302,0
00014251.jpg,0.6724014,1
00014286.jpg,0.7112898,1
00014345.jpg,0.870706,0
00014395.jpg,0.7007068,0
00014411.jpg,0.822158,1
00014412.jpg,0.8171208,1
00014426.jpg,0.7464786,0
00014438.jpg,0.7791126,1
00014467.jpg,0.7970986,1
00014492.jpg,0.6085544,0
00014493.jpg,0.4203966,0
00014498.jpg,0.8415016,0
00014511.jpg,0.6693162,1
00014581.jpg,0.5140236,1
00014592.jpg,0.662605,0
00014627.jpg,0.6651928,1
00014633.jpg,0.8146368,1
00014639.jpg,0.6108812,0
00014645.jpg,0.8991892,1
00014682.jpg,0.783416,0
00014689.jpg,0.8298416,0
00014697.jpg,0.6239698,1
00014698.jpg,0.8077074,0
00014732.jpg,0.8460062,1
00014749.jpg,0.7972866,0
00014768.jpg,0.8047192,1
00014776.jpg,0.8319088,0
00014791.jpg,0.7766248,1
00014822.jpg,0.853854,1
00014831.jpg,0.4453224,1
00014846.jpg,0.6514408,1
00014877.jpg,0.8731692,1
00014886.jpg,0.6238084,0
00014889.jpg,0.8116526,0
00014897.jpg,0.8627246,1
00014916.jpg,0.8096718,1
00014949.jpg,0.8184088,1
00014968.jpg,0.7344088,0
00014973.jpg,0.7285076,0
00014978.jpg,0.810126,0
00014985.jpg,0.6507884,1
00014988.jpg,0.8306938,1
00015012.jpg,0.790593,1
00015016.jpg,0.6657028,1
00015031.jpg,0.9792994,1
00015035.jpg,0.8245058,1
00015042.jpg,0.86065,0
00015064.jpg,0.8738328,1
00015069.jpg,0.90249,1
00015091.jpg,0.4910634,0
00015110.jpg,0.5416758,0
00015118.jpg,0.6278226,0
00015122.jpg,0.738342,1
00015133.jpg,0.86404,0
00015137.jpg,0.841717,0
00015145.jpg,0.6013858,0
00015175.jpg,0.7750818,0
00015179.jpg,0.7461952,1
00015180.jpg,0.858299,1
00015197.jpg,0.7951876,1
00015252.jpg,0.8867642,0
00015253.jpg,0.8084772,1
00015259.jpg,0.8752038,0
00015269.jpg,0.8678828,0
00015278.jpg,0.8683064,1
00015284.jpg,0.60874,0
00015312.jpg,0.7904328,1
00015322.jpg,0.5887144,0
00015328.jpg,0.7843174,0
00015330.jpg,0.5756198,0
00015343.jpg,0.7880444,0
00015346.jpg,0.8531086,1
00015388.jpg,0.647528,0
00015401.jpg,0.694715,0
00015426.jpg,0.8388652,1
00015436.jpg,0.5993322,0
00015455.jpg,0.5988296,0
00015502.jpg,0.6644602,1
00015507.jpg,0.9349488,1
00015509.jpg,0.892024,0
00015514.jpg,0.8965756,0
00015543.jpg,0.5328074,1
00015558.jpg,0.851222,1
00015603.jpg,0.8243094,0
00015636.jpg,0.8826296,0
00015641.jpg,0.8157692,1
00015649.jpg,0.6426584,0
00015667.jpg,0.860454,1
00015668.jpg,0.6916042,1
00015672.jpg,0.500831,1
00015688.jpg,0.7802814,1
00015697.jpg,0.5336534,0
00015703.jpg,0.9186148,0
00015719.jpg,0.7927222,1
00015800.jpg,0.7526442,0
00015805.jpg,0.8359926,0
00015811.jpg,0.6271912,0
